t,stamp,phone_leena,keys_leena,wallet_leena,laptop_leena,charger_leena,backpack_leena,jacket_leena,headphones_leena,glasses_leena,notebook_leena,pen_leena,water_bottle_leena,lunchbox_leena,mug_leena,mug_shared_1,bowl_leena,plate_leena,pot_shared_1,pan_shared_1,book_leena,remote_shared_1,blanket_leena,yoga_mat_leena,laundry_basket_leena,towel_leena,vacuum_cleaner_shared_1,watering_can_leena,medication_bottle_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena,umbrella_leena
30300,d21 Mon 01:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30360,d21 Mon 02:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30420,d21 Mon 03:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30480,d21 Mon 04:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30540,d21 Mon 05:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30600,d21 Mon 06:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,bathroom,bedroom,entry
30660,d21 Mon 07:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,living,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
30720,d21 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
30780,d21 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
30840,d21 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
30900,d21 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
30960,d21 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
31020,d21 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
31080,d21 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
31140,d21 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
31200,d21 Mon 16:00,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,kitchen,bedroom,kitchen
31260,d21 Mon 17:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31320,d21 Mon 18:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31380,d21 Mon 19:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31440,d21 Mon 20:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31500,d21 Mon 21:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31560,d21 Mon 22:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31620,d21 Mon 23:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31680,d22 Tue 00:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31740,d22 Tue 01:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31800,d22 Tue 02:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31860,d22 Tue 03:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31920,d22 Tue 04:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
31980,d22 Tue 05:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
32040,d22 Tue 06:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,bathroom,bedroom,entry
32100,d22 Tue 07:00,entry,entry,entry,kitchen,bedroom,kitchen,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
32160,d22 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32220,d22 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32280,d22 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32340,d22 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32400,d22 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32460,d22 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32520,d22 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32580,d22 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32640,d22 Tue 16:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
32700,d22 Tue 17:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
32760,d22 Tue 18:00,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
32820,d22 Tue 19:00,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
32880,d22 Tue 20:00,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
32940,d22 Tue 21:00,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33000,d22 Tue 22:00,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33060,d22 Tue 23:00,entry,entry,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33120,d23 Wed 00:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33180,d23 Wed 01:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33240,d23 Wed 02:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33300,d23 Wed 03:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33360,d23 Wed 04:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33420,d23 Wed 05:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33480,d23 Wed 06:00,entry,entry,bedroom,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33540,d23 Wed 07:00,entry,entry,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
33600,d23 Wed 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
33660,d23 Wed 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
33720,d23 Wed 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
33780,d23 Wed 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
33840,d23 Wed 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
33900,d23 Wed 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
33960,d23 Wed 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
34020,d23 Wed 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,outside,bedroom,outside
34080,d23 Wed 16:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,kitchen,bedroom,kitchen
34140,d23 Wed 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bedroom,kitchen,bedroom,kitchen
34200,d23 Wed 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34260,d23 Wed 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34320,d23 Wed 20:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34380,d23 Wed 21:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34440,d23 Wed 22:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34500,d23 Wed 23:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34560,d24 Thu 00:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34620,d24 Thu 01:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34680,d24 Thu 02:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34740,d24 Thu 03:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34800,d24 Thu 04:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34860,d24 Thu 05:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34920,d24 Thu 06:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen
34980,d24 Thu 07:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,kitchen
35040,d24 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35100,d24 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35160,d24 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35220,d24 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35280,d24 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35340,d24 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35400,d24 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35460,d24 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35520,d24 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,kitchen
35580,d24 Thu 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
35640,d24 Thu 18:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
35700,d24 Thu 19:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
35760,d24 Thu 20:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
